Stock_Number,Sale_Date,Inventory_Date,Make,Model,Year,Mileage,Store_Name,Stock_Type,Price,Front_Gross,Back_Gross
M2390221,5/3/2021,3/2/2021,TOYOTA,PRIUSM,2021,86,Riverside Toyota,New,35382,-528.45,1300
S1298626,5/3/2021,3/11/2021,TOYOTA,HIGHLN,2021,57,Riverside Toyota,New,39366.09,-3076.34,0
K6715013,5/3/2021,3/20/2021,TOYOTA,CAMR,2021,54,Riverside Toyota,New,21075.9,-2621.19,150
K9821310,5/3/2021,3/29/2021,TOYOTA,4RUN,2021,33,Riverside Toyota,New,48464,3398.96,5973.01
S9847710,5/3/2021,3/11/2021,TOYOTA,TACO,2021,78,Riverside Toyota,New,43323,3188.91,250
K6875583,5/3/2021,3/16/2021,TOYOTA,COROL,2021,59,Riverside Toyota,New,22832,3211.91,1642
N8772746,5/3/2021,3/26/2021,TOYOTA,VENZA,2021,65,Riverside Toyota,New,37535.99,-514.43,0
M3405728,5/3/2021,3/22/2021,TOYOTA,SIENNA,2021,54,Riverside Toyota,New,51937,4895.91,3793.69
K5570668,5/3/2021,3/26/2021,TOYOTA,SIENNA,2021,20,Riverside Toyota,New,42146.09,1472.64,250
S5310143,5/3/2021,3/20/2021,TOYOTA,TACO,2021,91,Riverside Toyota,New,35301.41,7021.87,4019.5
K2654272,5/3/2021,3/29/2021,TOYOTA,RAV4,2021,98,Riverside Toyota,New,30881.73,-143.36,850
L4311741,5/3/2021,2/19/2021,TOYOTA,4RUN,2021,74,Riverside Toyota,New,43361,1682.41,691.37
M6754885,5/3/2021,2/22/2021,TOYOTA,HIGHLN,2021,48,Riverside Toyota,New,51308.38,4233.29,955
N4719376,5/3/2021,4/5/2021,TOYOTA,CAMHYB,2021,88,Riverside Toyota,New,33283,1253.91,143
L8903655,5/4/2021,4/14/2021,TOYOTA,COROL,2021,20,Riverside Toyota,New,20082,-1297.45,300
N9762102,5/4/2021,3/4/2021,TOYOTA,CAMR,2021,32,Riverside Toyota,New,28922,-1325.09,1503.8
S6124126,5/4/2021,3/27/2021,TOYOTA,VENZA,2021,61,Riverside Toyota,New,39611,2214.91,4833.12
M7529670,5/4/2021,3/13/2021,TOYOTA,COROL,2021,30,Riverside Toyota,New,19832,-297.45,1691
N8468470,5/4/2021,3/12/2021,TOYOTA,CHR,2021,90,Riverside Toyota,New,26896,1922.57,649
M8201505,5/4/2021,3/30/2021,TOYOTA,CAMR,2021,15,Riverside Toyota,New,26930.27,2606.18,7233.54
S4074653,5/4/2021,3/2/2021,TOYOTA,COROL,2021,5,Riverside Toyota,New,18382,752.55,150
N8490728,5/5/2021,3/7/2021,TOYOTA,CAMR,2021,73,Riverside Toyota,New,28066.19,-2371.9,0
M6579241,5/5/2021,2/20/2021,TOYOTA,COROL,2021,47,Riverside Toyota,New,19983,-1390.83,4301
L7284604,5/5/2021,3/29/2021,TOYOTA,RAV4,2021,50,Riverside Toyota,New,40271,2656.91,2104.67
T8960203,5/5/2021,3/13/2021,TOYOTA,HIGH,2021,40,Riverside Toyota,New,48979,2686.91,3311.37
T4379640,5/5/2021,3/22/2021,TOYOTA,RAV4,2021,70,Riverside Toyota,New,27672,68.91,1788.27
N6399809,5/6/2021,3/3/2021,TOYOTA,HIGHLN,2021,61,Riverside Toyota,New,42141,4180.55,4085
M2945712,5/6/2021,4/11/2021,TOYOTA,COROL,2021,10,Riverside Toyota,New,17992.58,-1496.49,0
M6646495,5/6/2021,3/27/2021,TOYOTA,4RUN,2021,66,Riverside Toyota,New,48845,8004.96,4682.85
K4512606,5/6/2021,4/11/2021,TOYOTA,CAMR,2021,31,Riverside Toyota,New,33751,1588.91,3653
L8090095,5/6/2021,3/16/2021,TOYOTA,TACO,2021,30,Riverside Toyota,New,47028.99,3725.9,3130
T2767560,5/6/2021,3/7/2021,TOYOTA,LANT,2021,17,Riverside Toyota,New,85776,6706.91,0
K7199254,5/6/2021,2/28/2021,TOYOTA,CAMR,2021,80,Riverside Toyota,New,24177,120.91,1708
K9603662,5/6/2021,3/5/2021,TOYOTA,4RUN,2021,22,Riverside Toyota,New,47045,5163.91,4286
S8728923,5/6/2021,3/9/2021,TOYOTA,4RUN,2021,42,Riverside Toyota,New,46333,2880.91,0
L9778167,5/6/2021,3/17/2021,TOYOTA,CAMR,2021,10,Riverside Toyota,New,26998.23,287.14,0
K8819700,5/6/2021,3/6/2021,TOYOTA,TACO,2021,96,Riverside Toyota,New,35981,1907.91,250
S4852259,5/6/2021,4/7/2021,TOYOTA,RAV4,2021,32,Riverside Toyota,New,30182,1816.91,358.36
S3127021,5/6/2021,3/18/2021,TOYOTA,RAV4HY,2021,93,Riverside Toyota,New,30964.95,-59.14,3300
M5792804,5/7/2021,2/25/2021,TOYOTA,LANT,2021,9,Riverside Toyota,New,89774,9687.2,8297.88
L5665292,5/7/2021,3/31/2021,TOYOTA,4RUN,2021,63,Riverside Toyota,New,48594,4076.96,3352.43
S2362507,5/7/2021,3/25/2021,TOYOTA,COROL,2021,83,Riverside Toyota,New,19332,-2247.45,710.32
M4367104,5/7/2021,2/25/2021,TOYOTA,HIGHLN,2021,77,Riverside Toyota,New,40541,-171.73,2750
K1375198,5/7/2021,4/9/2021,TOYOTA,CAMR,2021,49,Riverside Toyota,New,30336,97.91,250
S3921971,5/7/2021,3/18/2021,TOYOTA,SIENNA,2021,57,Riverside Toyota,New,39533,966.91,1252
L3661385,5/7/2021,4/3/2021,TOYOTA,RAV4,2021,6,Riverside Toyota,New,34470.09,-2316,0
L2657585,5/7/2021,4/14/2021,TOYOTA,LANT,2021,53,Riverside Toyota,New,90714,11327.4,8722
N1647814,5/7/2021,3/9/2021,TOYOTA,CAMR,2021,77,Riverside Toyota,New,22532.21,-2235.88,150
M8146023,5/7/2021,4/9/2021,TOYOTA,CAMR,2021,94,Riverside Toyota,New,31994,485.91,0
N2221129,5/7/2021,3/4/2021,TOYOTA,CAMHYB,2021,91,Riverside Toyota,New,30681,-3292.09,2800
N4877290,5/8/2021,4/10/2021,TOYOTA,CAMR,2021,67,Riverside Toyota,New,24267,-1438.09,150
T5744740,5/8/2021,3/24/2021,TOYOTA,CAMR,2021,96,Riverside Toyota,New,34400,408.55,0
K9858097,5/8/2021,4/15/2021,TOYOTA,HIGHLN,2021,74,Riverside Toyota,New,44641,5427.91,7932.9
M2064073,5/8/2021,4/2/2021,TOYOTA,HIGHHY,2021,62,Riverside Toyota,New,43945,1998.91,0
M8467571,5/8/2021,4/3/2021,TOYOTA,CHR,2021,8,Riverside Toyota,New,26401,4436.55,2000
N3763607,5/8/2021,4/4/2021,TOYOTA,COROL,2021,34,Riverside Toyota,New,18163,-1969.09,0
N8803496,5/8/2021,3/15/2021,TOYOTA,RAV4,2021,61,Riverside Toyota,New,27973,-853.21,448
M6459896,5/8/2021,2/26/2021,TOYOTA,RAV4,2021,51,Riverside Toyota,New,31272,782.91,4046
N6845804,5/8/2021,4/14/2021,TOYOTA,4RUN,2021,22,Riverside Toyota,New,47230.97,3890.93,0
L3021399,5/8/2021,2/23/2021,TOYOTA,CHR,2021,98,Riverside Toyota,New,30360.17,1683.08,2782
N8620730,5/8/2021,4/14/2021,TOYOTA,AVAL,2021,95,Riverside Toyota,New,41294,1457.91,1517
M3602501,5/8/2021,3/30/2021,TOYOTA,CAMHYB,2021,99,Riverside Toyota,New,27840,535.91,522
K7639548,5/9/2021,4/5/2021,TOYOTA,SUPR,2021,48,Riverside Toyota,New,46167,1071.13,3119.5
L2499784,5/9/2021,4/2/2021,TOYOTA,COROL,2021,56,Riverside Toyota,New,21516.02,1383.93,516
S2411160,5/9/2021,3/4/2021,TOYOTA,TACO,2021,53,Riverside Toyota,New,33883,2653.91,348
M2982274,5/9/2021,4/18/2021,TOYOTA,COROL,2021,34,Riverside Toyota,New,23988.52,1996.43,742.48
L6102582,5/9/2021,3/22/2021,TOYOTA,COROL,2021,56,Riverside Toyota,New,18582.01,-1699.08,441
T6644961,5/10/2021,4/8/2021,TOYOTA,HIGHLN,2021,41,Riverside Toyota,New,33211.83,-890.26,0
T2060073,5/10/2021,4/17/2021,TOYOTA,TUND,2021,67,Riverside Toyota,New,40314,1628.56,300
S8147070,5/10/2021,3/10/2021,TOYOTA,TACO,2021,16,Riverside Toyota,New,41350,5456.96,7004.5
M9495307,5/10/2021,3/7/2021,TOYOTA,TACO,2021,21,Riverside Toyota,New,44484,2396.72,657
M2751660,5/10/2021,4/11/2021,TOYOTA,COROL,2021,38,Riverside Toyota,New,21332,1202.55,200
L3031816,5/10/2021,3/21/2021,TOYOTA,PRIUS,2021,32,Riverside Toyota,New,32297,2044.91,3350
M6009537,5/10/2021,3/11/2021,TOYOTA,RAV4,2021,8,Riverside Toyota,New,29232,-232.59,300
S6652726,5/10/2021,4/13/2021,TOYOTA,CAMR,2021,50,Riverside Toyota,New,23682,-2318.76,937
N7702491,5/10/2021,4/18/2021,TOYOTA,TACO,2021,18,Riverside Toyota,New,41469,4010.32,1
L3639189,5/10/2021,3/4/2021,TOYOTA,4RUN,2021,17,Riverside Toyota,New,45487,3418.67,0
N8508010,5/10/2021,3/6/2021,TOYOTA,TACO,2021,62,Riverside Toyota,New,34904.95,228.91,200
M2750831,5/10/2021,4/12/2021,TOYOTA,HIGHHY,2021,53,Riverside Toyota,New,51767.99,3653.4,300
M1891995,5/11/2021,3/23/2021,TOYOTA,RAV4,2021,54,Riverside Toyota,New,28917,402.91,300
N5943999,5/11/2021,2/28/2021,TOYOTA,VENZA,2021,71,Riverside Toyota,New,37736,148.52,901
K1862533,5/11/2021,4/11/2021,TOYOTA,SUPR,2021,25,Riverside Toyota,New,56365,2747.59,6017.53
T6344298,5/11/2021,3/18/2021,TOYOTA,COROL,2021,84,Riverside Toyota,New,22832,2702.55,5793.83
M3707522,5/11/2021,3/16/2021,TOYOTA,RAV4,2021,55,Riverside Toyota,New,38608.06,-1920.44,1200
N8282735,5/11/2021,3/11/2021,TOYOTA,CAMR,2021,42,Riverside Toyota,New,26948.31,3561.22,0
N6984097,5/11/2021,4/9/2021,TOYOTA,CAMR,2021,30,Riverside Toyota,New,33595,329.91,934.42
N2830164,5/11/2021,3/17/2021,TOYOTA,TACO,2021,10,Riverside Toyota,New,33145.09,-1890.95,0
L2509963,5/11/2021,4/9/2021,TOYOTA,HIGHLN,2021,22,Riverside Toyota,New,41004,2507.91,2496
T5356724,5/11/2021,4/10/2021,TOYOTA,TUND,2021,10,Riverside Toyota,New,58262,4443.92,5036
M9889784,5/12/2021,3/17/2021,TOYOTA,COROL,2021,45,Riverside Toyota,New,21970,-591.09,0
S7852318,5/12/2021,4/13/2021,TOYOTA,RAV4,2021,61,Riverside Toyota,New,30511,-586.09,572.25
T8652698,5/12/2021,4/14/2021,TOYOTA,CAMR,2021,54,Riverside Toyota,New,27327,3258.91,300
S9302758,5/12/2021,3/2/2021,TOYOTA,TACO,2021,29,Riverside Toyota,New,39075,2729.91,0
T2596711,5/12/2021,4/16/2021,TOYOTA,PRIUS,2021,52,Riverside Toyota,New,27357,1468.91,0
N4740719,5/12/2021,4/21/2021,TOYOTA,HIGHLN,2021,28,Riverside Toyota,New,42811.83,-80.62,2025.9
N6004164,5/12/2021,2/28/2021,TOYOTA,CAMR,2021,34,Riverside Toyota,New,34336,2647.91,678.64
S2165787,5/12/2021,3/31/2021,TOYOTA,4RUN,2021,91,Riverside Toyota,New,53776,3548.91,0
T1515625,5/13/2021,3/16/2021,TOYOTA,COROL,2021,49,Riverside Toyota,New,19238.28,-1391.17,0
T2458354,5/13/2021,3/15/2021,TOYOTA,TACO,2021,47,Riverside Toyota,New,39220,5825.91,2800
M7863885,5/13/2021,3/16/2021,TOYOTA,SEQUOI,2021,76,Riverside Toyota,New,66678,8160.91,0
M6460882,5/13/2021,4/3/2021,TOYOTA,HIGHLN,2021,60,Riverside Toyota,New,44141,4109.86,2836.08
M4667998,5/13/2021,4/1/2021,TOYOTA,CAMR,2021,77,Riverside Toyota,New,21624.09,-2681,2650
L1474317,5/13/2021,3/26/2021,TOYOTA,4RUN,2021,74,Riverside Toyota,New,42435.13,1464.04,0
L3447527,5/13/2021,4/10/2021,TOYOTA,RAV4,2021,37,Riverside Toyota,New,34415.7,834.61,1706
K4614436,5/14/2021,3/30/2021,TOYOTA,CAMR,2021,49,Riverside Toyota,New,32655.76,2034.97,1129
N1678090,5/14/2021,3/5/2021,TOYOTA,HIGHLN,2021,11,Riverside Toyota,New,39766,3433.91,300
K6324623,5/14/2021,4/20/2021,TOYOTA,4RUN,2021,22,Riverside Toyota,New,38032.09,-2944,5694.33
T8197462,5/14/2021,3/1/2021,TOYOTA,COROL,2021,74,Riverside Toyota,New,24378,-1301.09,300
M3846643,5/14/2021,3/25/2021,TOYOTA,CHR,2021,49,Riverside Toyota,New,27150,4036.91,200
T5378869,5/14/2021,3/31/2021,TOYOTA,TUND,2021,41,Riverside Toyota,New,55375.3,2636.18,300
L4212521,5/14/2021,3/25/2021,TOYOTA,TACO,2021,25,Riverside Toyota,New,38876,4742.91,300
S4304408,5/14/2021,3/6/2021,TOYOTA,CAMR,2021,94,Riverside Toyota,New,32190,7633.91,402
M3927198,5/14/2021,4/5/2021,TOYOTA,COROL,2021,83,Riverside Toyota,New,23104,4508.55,0
M5214042,5/14/2021,3/12/2021,TOYOTA,RAV4,2021,48,Riverside Toyota,New,35194,3603.91,0
L9927043,5/14/2021,3/1/2021,TOYOTA,CHR,2021,34,Riverside Toyota,New,24990.71,-1114.38,0
S6604422,5/14/2021,4/8/2021,TOYOTA,HIGHLN,2021,15,Riverside Toyota,New,40007.84,-53.49,3014
N9315044,5/15/2021,3/12/2021,TOYOTA,HIGHLN,2021,12,Riverside Toyota,New,37666,1012.91,496
S3588715,5/15/2021,4/24/2021,TOYOTA,HIGHLN,2021,9,Riverside Toyota,New,40241,3956.91,2988
S3599852,5/15/2021,4/1/2021,TOYOTA,TACO,2021,12,Riverside Toyota,New,37526,840.91,2138
M9581978,5/15/2021,4/13/2021,TOYOTA,COROL,2021,9,Riverside Toyota,New,23879,3373.91,321.07
L8527602,5/15/2021,3/18/2021,TOYOTA,RAV4,2021,14,Riverside Toyota,New,34500,2570.91,6081
S6344184,5/15/2021,3/29/2021,TOYOTA,TACO,2021,19,Riverside Toyota,New,35665.25,3806.51,1446
M9526244,5/15/2021,3/15/2021,TOYOTA,COROL,2021,60,Riverside Toyota,New,23832,-1478.09,1000
S6313064,5/15/2021,3/2/2021,TOYOTA,RAV4,2021,59,Riverside Toyota,New,29522.5,1657.41,0
M8190419,5/15/2021,4/20/2021,TOYOTA,HIGHHY,2021,7,Riverside Toyota,New,43288.91,1727.82,0
K5266076,5/15/2021,4/23/2021,TOYOTA,4RUN,2021,45,Riverside Toyota,New,49594,2407.96,1708.35
K7277455,5/15/2021,3/22/2021,TOYOTA,CAMHYB,2021,14,Riverside Toyota,New,31071,-789.16,0
S8586316,5/15/2021,4/8/2021,TOYOTA,4RUN,2021,11,Riverside Toyota,New,48094,2576.96,2807
L2502558,5/15/2021,4/15/2021,TOYOTA,TUND,2021,67,Riverside Toyota,New,51503.09,2360,0
T3496837,5/16/2021,3/4/2021,TOYOTA,RAV4,2021,67,Riverside Toyota,New,35546,3878.91,1113
N5833105,5/16/2021,4/7/2021,TOYOTA,COROL,2021,92,Riverside Toyota,New,23988.52,1375.93,1594
N6505979,5/16/2021,4/22/2021,TOYOTA,TACO,2021,30,Riverside Toyota,New,36869.25,6115.16,2703.87
K3447437,5/17/2021,4/9/2021,TOYOTA,4RUN,2021,38,Riverside Toyota,New,48533.11,2808.14,1459
N8082240,5/17/2021,4/6/2021,TOYOTA,TACO,2021,76,Riverside Toyota,New,46217.24,1370.15,139
N7707085,5/17/2021,4/9/2021,TOYOTA,CAMR,2021,43,Riverside Toyota,New,32411,2115.91,1392
S7464587,5/17/2021,3/12/2021,TOYOTA,4RUN,2021,64,Riverside Toyota,New,46675.09,-2771,0
K8898855,5/17/2021,4/12/2021,TOYOTA,RAV4,2021,73,Riverside Toyota,New,39004.57,852.48,3808
M3912534,5/18/2021,4/5/2021,TOYOTA,CAMHYB,2021,30,Riverside Toyota,New,36231,2215.91,1692
L8791096,5/18/2021,3/19/2021,TOYOTA,RAV4,2021,66,Riverside Toyota,New,28014.61,-256.48,0
S2235607,5/18/2021,4/25/2021,TOYOTA,COROL,2021,14,Riverside Toyota,New,23457,411.91,3695
S4036487,5/18/2021,4/14/2021,TOYOTA,SIENNA,2021,58,Riverside Toyota,New,49705.53,3002.44,2730.5
T4574174,5/18/2021,4/4/2021,TOYOTA,TACO,2021,35,Riverside Toyota,New,43056,3100.91,4019.5
T8040411,5/18/2021,3/16/2021,TOYOTA,TACO,2021,42,Riverside Toyota,New,43891.34,976.25,3969.5
S5434133,5/19/2021,3/6/2021,TOYOTA,CAMR,2021,29,Riverside Toyota,New,23902,277.91,2800
L4112039,5/19/2021,3/26/2021,TOYOTA,HIGHHY,2021,81,Riverside Toyota,New,44845,3932.91,0
S1948665,5/19/2021,3/6/2021,TOYOTA,CAMR,2021,69,Riverside Toyota,New,28917,2560.91,4321
T4895265,5/19/2021,4/16/2021,TOYOTA,CAMR,2021,54,Riverside Toyota,New,27592,3755.91,4779.29
S8029713,5/19/2021,3/12/2021,TOYOTA,RAV4,2021,28,Riverside Toyota,New,26765,-609.5,3800
S1519201,5/20/2021,4/12/2021,TOYOTA,HIGHLN,2021,31,Riverside Toyota,New,42644,4173.32,400
S6228427,5/20/2021,3/24/2021,TOYOTA,COROL,2021,86,Riverside Toyota,New,27378,-1301.09,2284
K1560168,5/20/2021,3/26/2021,TOYOTA,RAV4,2021,54,Riverside Toyota,New,35471,2335.21,1082
K3382708,5/20/2021,4/24/2021,TOYOTA,HIGHLN,2021,54,Riverside Toyota,New,46258,2530.91,400
L9867900,5/20/2021,4/1/2021,TOYOTA,HIGHLN,2021,19,Riverside Toyota,New,44862.31,1176.22,3100
L4704741,5/21/2021,4/13/2021,TOYOTA,RAV4,2021,21,Riverside Toyota,New,30424,1781.91,3239
N9254600,5/21/2021,3/14/2021,TOYOTA,RAV4,2021,33,Riverside Toyota,New,37191.8,1175.71,1952
K7508410,5/21/2021,4/7/2021,TOYOTA,COROL,2021,9,Riverside Toyota,New,17101,-2775.07,0
S9880995,5/21/2021,4/16/2021,TOYOTA,SIENNA,2021,15,Riverside Toyota,New,51478,3346.91,8163.15
L4464390,5/21/2021,3/16/2021,TOYOTA,HIGHLN,2021,84,Riverside Toyota,New,50498.31,2604.59,1052
K7404036,5/21/2021,3/9/2021,TOYOTA,HIGHLN,2021,56,Riverside Toyota,New,50016.9,2159.81,1200
M7623175,5/21/2021,3/23/2021,TOYOTA,SIENNA,2021,38,Riverside Toyota,New,40432,1788.91,2594
L3438925,5/21/2021,3/12/2021,TOYOTA,4RUN,2021,85,Riverside Toyota,New,52319,8568.01,216.41
L1557810,5/22/2021,4/25/2021,TOYOTA,CAMR,2021,37,Riverside Toyota,New,32505,2559.91,1900
S3495020,5/22/2021,4/15/2021,TOYOTA,RAV4,2021,53,Riverside Toyota,New,41526,2686.91,4046
S3217695,5/22/2021,4/5/2021,TOYOTA,SIENNA,2021,35,Riverside Toyota,New,51507,5593.69,1246
S4389386,5/22/2021,4/17/2021,TOYOTA,TACO,2021,22,Riverside Toyota,New,39994.62,1876.53,3642.9
L7616455,5/22/2021,3/12/2021,TOYOTA,RAV4,2021,93,Riverside Toyota,New,31985.54,2379.45,3496
S9569990,5/22/2021,4/14/2021,TOYOTA,4RUN,2021,9,Riverside Toyota,New,35202.09,-2420,924
T9431763,5/22/2021,3/22/2021,TOYOTA,HIGHLN,2021,34,Riverside Toyota,New,48888,5908.91,4234.09
N1498930,5/22/2021,4/16/2021,TOYOTA,TACO,2021,49,Riverside Toyota,New,33521.46,3312.42,329.16
L9625507,5/22/2021,3/19/2021,TOYOTA,TACO,2021,91,Riverside Toyota,New,39583,3117.89,1308.98
L2135207,5/22/2021,4/20/2021,TOYOTA,COROL,2021,42,Riverside Toyota,New,21429.05,-766.04,150
N1118393,5/23/2021,4/27/2021,TOYOTA,CAMR,2021,86,Riverside Toyota,New,35886,3000.91,348
L4076148,5/23/2021,4/7/2021,TOYOTA,SIENNA,2021,100,Riverside Toyota,New,41432,2853.91,5014.5
K1601455,5/24/2021,4/25/2021,TOYOTA,COROL,2021,98,Riverside Toyota,New,21582,769.07,991
M5225904,5/24/2021,4/1/2021,TOYOTA,COROHB,2021,33,Riverside Toyota,New,21561.34,-417.11,0
L2283471,5/24/2021,3/30/2021,TOYOTA,TUND,2021,40,Riverside Toyota,New,37870,0.91,1936
T7623940,5/24/2021,4/10/2021,TOYOTA,RAV4,2021,13,Riverside Toyota,New,28118.42,-268.58,353
K8634304,5/24/2021,4/29/2021,TOYOTA,SIENNA,2021,27,Riverside Toyota,New,39600.33,653.24,0
K8528737,5/24/2021,4/11/2021,TOYOTA,HIGHHY,2021,7,Riverside Toyota,New,42209.7,-516.39,0
M7969641,5/24/2021,4/17/2021,TOYOTA,SIENNA,2021,90,Riverside Toyota,New,45208,-90.09,1350
M3065744,5/25/2021,4/13/2021,TOYOTA,SIENNA,2021,60,Riverside Toyota,New,42873,3045.91,4852.5
L2787472,5/25/2021,4/30/2021,TOYOTA,PRIUSM,2021,44,Riverside Toyota,New,31434.25,-174.2,300
N2022130,5/25/2021,4/7/2021,TOYOTA,4RUN,2021,60,Riverside Toyota,New,47874,4211.91,828.29
K8163970,5/25/2021,4/11/2021,TOYOTA,TACO,2021,62,Riverside Toyota,New,41849,2587.41,1450
T5102566,5/25/2021,3/12/2021,TOYOTA,CAMR,2021,35,Riverside Toyota,New,33600,4121.81,150
N5486740,5/25/2021,4/19/2021,TOYOTA,TACO,2021,90,Riverside Toyota,New,37629,2067.96,764.98
T8479372,5/25/2021,3/21/2021,TOYOTA,RAV4,2021,15,Riverside Toyota,New,30370.5,1555.41,800
S9846761,5/25/2021,4/12/2021,TOYOTA,RAV4,2021,46,Riverside Toyota,New,39749.34,20.91,1200
L8279164,5/26/2021,4/26/2021,TOYOTA,CAMR,2021,7,Riverside Toyota,New,28092,1066.91,2972
L1433939,5/26/2021,4/11/2021,TOYOTA,COROL,2021,61,Riverside Toyota,New,22382,-1208.45,3597.78
N3114994,5/26/2021,3/17/2021,TOYOTA,CAMHYB,2021,18,Riverside Toyota,New,32436.1,702.01,250
M3356615,5/26/2021,4/3/2021,TOYOTA,PRIUS,2021,50,Riverside Toyota,New,25930.27,42.18,600
K9381881,5/26/2021,4/9/2021,TOYOTA,HIGHLN,2021,23,Riverside Toyota,New,35476,4614.78,316.79
L5901805,5/26/2021,5/4/2021,TOYOTA,HIGHLN,2021,64,Riverside Toyota,New,51241,4418.91,2959.08
T1937204,5/26/2021,4/26/2021,TOYOTA,CAMR,2021,35,Riverside Toyota,New,22158.43,-1997.66,0
K1985362,5/26/2021,3/30/2021,TOYOTA,PRIUSM,2021,40,Riverside Toyota,New,28357.45,-1281.12,1000
N5651642,5/26/2021,4/23/2021,TOYOTA,COROL,2021,36,Riverside Toyota,New,22453,-1088.5,352.92
S5373651,5/26/2021,3/17/2021,TOYOTA,RAV4,2021,67,Riverside Toyota,New,34995,314.91,131
T8038353,5/27/2021,4/12/2021,TOYOTA,COROL,2021,30,Riverside Toyota,New,20332,-288.09,200
S2144292,5/27/2021,3/21/2021,TOYOTA,CAMR,2021,69,Riverside Toyota,New,23003,-1121.09,2850
T7096630,5/27/2021,4/17/2021,TOYOTA,CHR,2021,6,Riverside Toyota,New,21561,-882.09,2090.58
M5659102,5/27/2021,3/15/2021,TOYOTA,CAMR,2021,74,Riverside Toyota,New,33389,1513.91,250
S6096273,5/27/2021,3/30/2021,TOYOTA,CAMR,2021,49,Riverside Toyota,New,25848.11,-752.8,703.94
N2814793,5/27/2021,4/8/2021,TOYOTA,CAMR,2021,82,Riverside Toyota,New,29611,367.91,3638
N9965433,5/27/2021,4/30/2021,TOYOTA,COROL,2021,96,Riverside Toyota,New,20652,-710.09,0
S6070323,5/27/2021,3/18/2021,TOYOTA,SIENNA,2021,29,Riverside Toyota,New,39635.09,-2532,300
K5649293,5/27/2021,4/18/2021,TOYOTA,RAV4,2021,44,Riverside Toyota,New,40039.25,1748.16,1700
S9576065,5/28/2021,3/22/2021,TOYOTA,SIENNA,2021,22,Riverside Toyota,New,41667.01,2633.92,1255
K4892641,5/28/2021,4/7/2021,TOYOTA,RAV4,2021,16,Riverside Toyota,New,43525,4673.91,0
S7373976,5/28/2021,4/17/2021,TOYOTA,RAV4,2021,95,Riverside Toyota,New,29811.83,1380.74,150
N7418226,5/28/2021,5/2/2021,TOYOTA,TACO,2021,28,Riverside Toyota,New,37586,2405.96,957
T4175504,5/28/2021,4/30/2021,TOYOTA,HIGHLN,2021,83,Riverside Toyota,New,44995,4757.91,1302
N6392712,5/28/2021,3/25/2021,TOYOTA,RAV4,2021,47,Riverside Toyota,New,26783.17,832.1,633
K1238555,5/28/2021,5/8/2021,TOYOTA,VENZA,2021,36,Riverside Toyota,New,34571,1960.91,5314.5
T7443253,5/28/2021,4/10/2021,TOYOTA,COROL,2021,85,Riverside Toyota,New,20914.71,675.26,3028.54
M2764287,5/28/2021,5/1/2021,TOYOTA,COROL,2021,51,Riverside Toyota,New,21204,817.08,111
N2712849,5/28/2021,3/16/2021,TOYOTA,RAV4,2021,49,Riverside Toyota,New,28186.61,-169.48,529.97
M6230666,5/28/2021,5/5/2021,TOYOTA,COROL,2021,39,Riverside Toyota,New,20807,2436.91,847.72
L6184217,5/28/2021,4/4/2021,TOYOTA,COROL,2021,81,Riverside Toyota,New,22832,5211.91,696
M7981571,5/28/2021,5/6/2021,TOYOTA,VENZA,2021,13,Riverside Toyota,New,44252,4430.91,1601.97
K2119438,5/28/2021,3/16/2021,TOYOTA,COROL,2021,14,Riverside Toyota,New,26457,2963.91,3895
S3653650,5/28/2021,3/25/2021,TOYOTA,TUND,2021,69,Riverside Toyota,New,46183,2798.91,0
K7813467,5/28/2021,3/30/2021,TOYOTA,TACO,2021,63,Riverside Toyota,New,41370,3737.91,2300
N9833937,5/28/2021,5/2/2021,TOYOTA,TACO,2021,61,Riverside Toyota,New,39700,1221.91,999
T7237172,5/28/2021,4/12/2021,TOYOTA,4RUN,2021,93,Riverside Toyota,New,52333,4291.96,3296
M5284304,5/28/2021,5/8/2021,TOYOTA,RAV4HY,2021,90,Riverside Toyota,New,31717,1341.91,1200
T9929088,5/28/2021,4/12/2021,TOYOTA,TACO,2021,14,Riverside Toyota,New,53714,4275.91,0
M8661026,5/29/2021,4/24/2021,TOYOTA,CHR,2021,94,Riverside Toyota,New,24916,96.91,1578.81
M6402184,5/29/2021,4/2/2021,TOYOTA,CHR,2021,23,Riverside Toyota,New,23401,-954.09,2878.56
L1920735,5/29/2021,5/3/2021,TOYOTA,RAV4,2021,54,Riverside Toyota,New,36998.23,2628.14,150
N9648565,5/29/2021,3/27/2021,TOYOTA,VENZA,2021,72,Riverside Toyota,New,38211,1218.91,2500
S3692082,5/29/2021,4/17/2021,TOYOTA,HIGHLN,2021,9,Riverside Toyota,New,51538,5304.91,4946
N6295801,5/29/2021,3/30/2021,TOYOTA,COROL,2021,33,Riverside Toyota,New,19113,-1019.09,250
M2970418,5/29/2021,4/29/2021,TOYOTA,COROL,2021,9,Riverside Toyota,New,19832,4296.96,351.09
N1753380,5/29/2021,3/29/2021,TOYOTA,CAMHYB,2021,64,Riverside Toyota,New,32765,-10.09,3200
L9932761,5/29/2021,3/18/2021,TOYOTA,SIENNA,2021,69,Riverside Toyota,New,40682,3103.91,3087
T7802642,5/29/2021,4/7/2021,TOYOTA,HIGHHY,2021,32,Riverside Toyota,New,45239,3215.91,1343
